"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"NIFTY SMALLCAP 100","17,298.05","17,401.35","17,277.55","17,228.05","17,389.95","-","161.90","0.94","27,65,35,891","11,411.63","19,241.95","14,084.30","-3.93","-11.53"
"ANANTRAJ","507.40","556.55","506.25","504.90","548.35","-","43.45","8.61","1,85,32,409","1,003.29","947.90","376.15","-10.47","-24.29"
"HINDCOPPER","362.00","384.70","362.00","357.05","383.20","-","26.15","7.32","4,45,20,103","1,679.03","384.70","183.82","6.28","31.80"
"KAYNES","4,119.00","4,281.50","4,100.00","4,041.50","4,256.50","-","215.00","5.32","72,32,940","3,050.10","7,822.00","3,712.50","-33.92","-34.45"
"IKS","1,574.00","1,658.00","1,562.70","1,568.30","1,647.00","-","78.70","5.02","2,68,320","43.70","2,189.00","1,236.80","-0.52","-"
"PNBHOUSING","902.70","952.00","899.90","900.15","945.05","-","44.90","4.99","39,06,514","366.22","1,141.90","746.70","4.30","-0.30"
"RPOWER","34.05","34.70","33.66","33.54","34.60","-","1.06","3.16","3,69,16,286","126.18","76.49","31.27","-16.17","-21.59"
"RAMCOCEM","1,037.00","1,067.00","1,029.20","1,028.00","1,059.40","-","31.40","3.05","6,93,660","73.11","1,209.00","788.20","5.63","3.39"
"BANDHANBNK","145.25","150.35","145.25","145.29","149.65","-","4.36","3.00","1,20,07,352","178.71","192.48","128.16","-0.91","-14.25"
"PGEL","552.00","575.95","544.20","548.20","563.70","-","15.50","2.83","40,93,056","229.28","1,054.20","465.00","7.16","-33.16"
"TEJASNET","474.50","499.95","469.20","465.95","478.75","-","12.80","2.75","58,13,714","283.98","1,345.85","456.05","-5.36","-63.63"
"INOXWIND","122.50","124.99","121.77","121.55","124.85","-","3.30","2.71","57,29,656","70.80","209.11","118.28","-17.90","-38.84"
"AEGISLOG","742.45","761.95","738.25","734.55","751.50","-","16.95","2.31","3,28,234","24.72","1,037.00","609.85","-3.76","-3.11"
"MCX","10,020.00","10,188.00","9,972.00","9,938.00","10,167.00","-","229.00","2.30","4,43,958","448.36","10,516.00","4,408.15","7.02","51.53"
"IIFL","570.00","582.25","566.45","568.20","580.00","-","11.80","2.08","8,31,174","47.92","592.80","279.80","7.44","30.53"
"KAJARIACER","1,034.40","1,058.50","1,033.30","1,034.40","1,054.00","-","19.60","1.89","6,31,288","66.11","1,321.90","758.70","-5.11","-12.94"
"KARURVYSYA","242.80","245.85","242.40","241.69","245.84","-","4.15","1.72","9,05,409","22.12","258.50","154.63","-0.18","2.79"
"HSCL","462.00","474.40","461.50","459.25","466.90","-","7.65","1.67","8,64,587","40.44","606.60","365.35","1.38","-18.17"
"BRIGADE","879.45","887.90","870.90","871.40","885.45","-","14.05","1.61","1,28,353","11.31","1,338.70","838.50","-8.50","-28.31"
