"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"NIFTY SMALLCAP 50","8,465.95","8,513.20","8,455.40","8,430.45","8,505.85","-","75.40","0.89","11,42,18,418","6,729.34","9,282.70","6,776.05","-2.93","-10.15"
"KAYNES","4,119.00","4,281.50","4,100.00","4,041.50","4,256.50","-","215.00","5.32","72,32,940","3,050.10","7,822.00","3,712.50","-33.92","-34.45"
"PNBHOUSING","902.70","952.00","899.90","900.15","945.05","-","44.90","4.99","39,06,514","366.22","1,141.90","746.70","4.30","-0.30"
"RPOWER","34.05","34.70","33.66","33.54","34.60","-","1.06","3.16","3,69,16,286","126.18","76.49","31.27","-16.17","-21.59"
"RAMCOCEM","1,037.00","1,067.00","1,029.20","1,028.00","1,059.40","-","31.40","3.05","6,93,660","73.11","1,209.00","788.20","5.63","3.39"
"BANDHANBNK","145.25","150.35","145.25","145.29","149.65","-","4.36","3.00","1,20,07,352","178.71","192.48","128.16","-0.91","-14.25"
"PGEL","552.00","575.95","544.20","548.20","563.70","-","15.50","2.83","40,93,056","229.28","1,054.20","465.00","7.16","-33.16"
"INOXWIND","122.50","124.99","121.77","121.55","124.85","-","3.30","2.71","57,29,656","70.80","209.11","118.28","-17.90","-38.84"
"AEGISLOG","742.45","761.95","738.25","734.55","751.50","-","16.95","2.31","3,28,234","24.72","1,037.00","609.85","-3.76","-3.11"
"MCX","10,020.00","10,188.00","9,972.00","9,938.00","10,167.00","-","229.00","2.30","4,43,958","448.36","10,516.00","4,408.15","7.02","51.53"
"IIFL","570.00","582.25","566.45","568.20","580.00","-","11.80","2.08","8,31,174","47.92","592.80","279.80","7.44","30.53"
"KARURVYSYA","242.80","245.85","242.40","241.69","245.84","-","4.15","1.72","9,05,409","22.12","258.50","154.63","-0.18","2.79"
"HSCL","462.00","474.40","461.50","459.25","466.90","-","7.65","1.67","8,64,587","40.44","606.60","365.35","1.38","-18.17"
