SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 09-Jun-2025, 109.74, 107.25, 108.60, 107.25, 107.25, 107.25, 107.30, 1925, 2.07, 8, 1000, 51.95
20MICRONS, EQ, 09-Jun-2025, 227.34, 229.90, 234.51, 227.27, 228.25, 228.17, 229.55, 117867, 270.56, 3741, 59908, 50.83
21STCENMGM, EQ, 09-Jun-2025, 67.23, 65.93, 68.57, 65.93, 67.67, 67.21, 67.39, 10355, 6.98, 220, 3788, 36.58
360ONE, EQ, 09-Jun-2025, 1064.80, 1077.20, 1087.35, 1047.20, 1067.50, 1065.60, 1063.09, 1548191, 16458.65, 68400, 1045619, 67.54
3IINFOLTD, EQ, 09-Jun-2025, 24.68, 24.72, 25.38, 24.72, 25.16, 25.09, 25.08, 563382, 141.30, 1886, 370473, 65.76
3MINDIA, EQ, 09-Jun-2025, 29360.00, 29475.00, 29770.00, 29270.00, 29500.00, 29425.00, 29448.09, 2622, 772.13, 1338, 1594, 60.79
3PLAND, EQ, 09-Jun-2025, 52.69, 53.01, 56.60, 53.01, 55.19, 55.00, 55.19, 38320, 21.15, 783, 26440, 69.00
522GS2025, GS, 09-Jun-2025, 102.35, 103.00, 103.00, 103.00, 103.00, 103.00, 103.00, 2401, 2.47, 2, 2401, 100.00
563GS2026, GS, 09-Jun-2025, 105.00, 100.00, 100.90, 100.00, 100.90, 100.90, 100.31, 22365, 22.43, 8, 22355, 99.96
574GS2026, GS, 09-Jun-2025, 100.55, 99.65, 100.80, 99.65, 100.80, 100.80, 100.23, 2, 0.00, 2, 1, 50.00
5PAISA, EQ, 09-Jun-2025, 409.65, 410.00, 432.00, 409.95, 422.00, 423.70, 423.00, 85014, 359.61, 6209, 35528, 41.79
633GS2035, GS, 09-Jun-2025, 101.50, 100.40, 100.40, 100.40, 100.40, 100.40, 100.40, 100, 0.10, 1, 100, 100.00
63MOONS, EQ, 09-Jun-2025, 846.55, 851.30, 870.00, 836.00, 859.90, 856.90, 857.40, 202503, 1736.26, 8522, 84714, 41.83
654GS2032, GS, 09-Jun-2025, 104.00, 105.00, 105.00, 105.00, 105.00, 105.00, 105.00, 1, 0.00, 1, 1, 100.00
667GS2035, GS, 09-Jun-2025, 103.76, 103.76, 103.76, 103.76, 103.76, 103.76, 103.76, 100, 0.10, 1, 100, 100.00
667GS2050, GS, 09-Jun-2025, 100.10, 100.20, 100.30, 100.20, 100.30, 100.30, 100.20, 212, 0.21, 2, 212, 100.00
675GS2029, GS, 09-Jun-2025, 105.51, 106.25, 107.00, 106.25, 107.00, 107.00, 106.26, 1020, 1.08, 7, 1000, 98.04
676GS2061, GS, 09-Jun-2025, 101.70, 101.60, 101.60, 101.40, 101.40, 101.40, 101.54, 25981, 26.38, 7, 25581, 98.46
679GS2031, GS, 09-Jun-2025, 107.56, 107.00, 107.00, 107.00, 107.00, 107.00, 107.00, 10, 0.01, 1, 10, 100.00
679GS2034, GS, 09-Jun-2025, 104.00, 103.50, 103.50, 103.50, 103.50, 103.50, 103.50, 100, 0.10, 1, 100, 100.00
