SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 13-Jun-2025, 107.94, 107.95, 108.99, 107.95, 108.20, 108.19, 108.51, 22, 0.02, 5, 11, 50.00
20MICRONS, EQ, 13-Jun-2025, 228.14, 225.20, 226.99, 221.00, 225.05, 224.69, 224.17, 112205, 251.53, 3176, 52671, 46.94
21STCENMGM, EQ, 13-Jun-2025, 66.21, 64.90, 66.12, 64.88, 64.95, 64.96, 65.12, 3815, 2.48, 137, 2560, 67.10
360ONE, EQ, 13-Jun-2025, 1081.40, 1060.10, 1150.00, 1056.40, 1137.50, 1140.50, 1116.54, 2538226, 28340.31, 101244, 1282757, 50.54
3IINFOLTD, EQ, 13-Jun-2025, 25.91, 25.05, 25.94, 25.05, 25.60, 25.51, 25.54, 524923, 134.07, 2588, 259775, 49.49
3MINDIA, EQ, 13-Jun-2025, 29230.00, 29195.00, 29350.00, 28935.00, 29115.00, 29145.00, 29141.84, 2947, 858.81, 2262, 1461, 49.58
3PLAND, EQ, 13-Jun-2025, 56.48, 56.48, 56.48, 50.20, 52.89, 52.97, 52.90, 34126, 18.05, 857, 14657, 42.95
515GS2025, GS, 13-Jun-2025, 98.50, 101.99, 101.99, 98.50, 98.55, 98.55, 99.68, 3, 0.00, 3, 1, 33.33
563GS2026, GS, 13-Jun-2025, 101.18, 100.00, 101.10, 100.00, 100.00, 100.00, 100.27, 8, 0.01, 4, 7, 87.50
574GS2026, GS, 13-Jun-2025, 100.80, 100.80, 100.80, 100.80, 100.80, 100.80, 100.80, 2, 0.00, 1, 2, 100.00
579GS2030, GS, 13-Jun-2025, 99.75, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1, 0.00, 1, 1, 100.00
5PAISA, EQ, 13-Jun-2025, 405.75, 398.00, 415.00, 390.50, 408.00, 404.30, 404.51, 37691, 152.46, 3485, 16731, 44.39
610GS2031, GS, 13-Jun-2025, 101.50, 101.50, 101.50, 101.50, 101.50, 101.50, 101.50, 1, 0.00, 1, 1, 100.00
633GS2035, GS, 13-Jun-2025, 100.40, 100.40, 100.40, 100.40, 100.40, 100.40, 100.40, 100, 0.10, 1, 100, 100.00
63MOONS, EQ, 13-Jun-2025, 909.60, 865.00, 940.00, 865.00, 925.00, 923.75, 920.86, 542938, 4999.69, 17757, 234745, 43.24
654GS2032, GS, 13-Jun-2025, 103.25, 103.00, 104.12, 103.00, 104.00, 103.14, 103.13, 5503, 5.68, 6, 5501, 99.96
675GS2029, GS, 13-Jun-2025, 106.25, 107.00, 107.00, 107.00, 107.00, 107.00, 107.00, 4, 0.00, 2, 4, 100.00
676GS2061, GS, 13-Jun-2025, 100.70, 100.99, 100.99, 100.98, 100.98, 100.98, 100.99, 701, 0.71, 2, 701, 100.00
68GS2060, GS, 13-Jun-2025, 103.00, 101.75, 101.75, 101.75, 101.75, 101.75, 101.75, 11, 0.01, 2, 11, 100.00
690GS2065, GS, 13-Jun-2025, 100.62, 100.62, 100.62, 100.62, 100.62, 100.62, 100.62, 596, 0.60, 1, 596, 100.00
692GS2039, GS, 13-Jun-2025, 105.75, 105.75, 105.75, 105.75, 105.75, 105.75, 105.75, 700, 0.74, 2, 700, 100.00
695GS2061, GS, 13-Jun-2025, 104.50, 102.00, 102.00, 101.70, 101.75, 101.75, 101.83, 255, 0.26, 5, 155, 60.78
